poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/33/,pretrained_models/MobileNetV2_CIFAR100.pth,2,8,25,1.0,39,0.6822208911180496,76.24,69.28,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/34/,pretrained_models/VGG11_CIFAR100.pth,7,9,25,1.0,39,0.5751407787203788,81.6,66.55,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/34/,pretrained_models/MobileNetV2_CIFAR100.pth,7,9,25,1.0,39,0.6802504122257232,76.28,68.81,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/35/,pretrained_models/VGG11_CIFAR100.pth,0,1,25,1.0,39,0.5485389426350593,82.44,66.43,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/35/,pretrained_models/MobileNetV2_CIFAR100.pth,0,1,25,1.0,39,0.6778205096721649,76.2,69.09,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/36/,pretrained_models/VGG11_CIFAR100.pth,6,3,25,1.0,39,0.5409455820918083,82.24,66.5,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/36/,pretrained_models/MobileNetV2_CIFAR100.pth,6,3,25,1.0,39,0.6656183749437332,76.16,69.15,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/37/,pretrained_models/VGG11_CIFAR100.pth,2,7,25,1.0,39,0.5698662742972374,82.36,66.32,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/37/,pretrained_models/MobileNetV2_CIFAR100.pth,2,7,25,1.0,39,0.6818875223398209,76.96,68.95,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/38/,pretrained_models/VGG11_CIFAR100.pth,6,9,25,1.0,39,0.5660174533724784,81.2,66.52,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/38/,pretrained_models/MobileNetV2_CIFAR100.pth,6,9,25,1.0,39,0.6869751125574112,75.76,68.81,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/39/,pretrained_models/VGG11_CIFAR100.pth,1,2,25,0.9960784316062927,39,0.5713300779461861,81.64,65.85,False
